movieId,title,genres
3086,babes in toyland,Children|Comedy|Fantasy|Musical
3087,scrooged,Comedy|Fantasy|Romance
3088,harvey,Comedy|Fantasy
3089,bicycle thieves,Drama
3090,matewan,Drama
3091,kagemusha,Drama|War
3092,47 samurai,Drama
3093,mccabe & mrs. miller,Drama|Western
3094,maurice,Drama|Romance
3095,"grapes of wrath, the",Drama
3096,my man godfrey,Comedy
3097,"shop around the corner, the",Comedy|Drama|Romance
3098,"natural, the",Drama
3099,shampoo,Comedy|Drama|Romance
3100,"river runs through it, a",Drama
3101,fatal attraction,Drama|Thriller
3102,jagged edge,Crime|Romance|Thriller
3103,stanley & iris,Drama|Romance
3104,midnight run,Action|Comedy|Crime|Thriller
3105,awakenings,Drama|Mystery
3106,come see the paradise,Drama|Romance
3107,backdraft,Action|Drama
3108,"fisher king, the",Comedy|Drama|Fantasy|Romance
3109,"river, the",Drama
3110,country,Drama
3111,places in the heart,Drama
3112,'night mother,Drama
3113,end of days,Action|Fantasy|Horror|Mystery|Thriller
3114,toy story 2,Adventure|Animation|Children|Comedy|Fantasy
3115,flawless,Drama
3117,ride with the devil,Drama|Romance|War
3120,"distinguished gentleman, the",Comedy
3121,"hitch-hiker, the",Drama|Film-Noir
3122,santa fe trail,Drama|Romance|Western
3125,"end of the affair, the",Drama
3126,"end of the affair, the",Drama
3127,holy smoke,Comedy|Drama
3128,"map of the world, a",Drama
3129,sweet and lowdown,Comedy|Drama
3130,bonfire of the vanities,Comedy|Crime|Drama
3134,grand illusion,Drama|War
3135,"great santini, the",Drama
3137,"sea wolves, the",Action|War
3139,tarzan the fearless,Action|Adventure
3140,three ages,Comedy
3141,"two jakes, the",Drama
3142,u2: rattle and hum,Documentary|Musical
3143,hell in the pacific,Drama|War
3144,"glass bottom boat, the",Comedy|Romance
3145,cradle will rock,Drama
3146,deuce bigalow: male gigolo,Comedy
3147,"green mile, the",Crime|Drama
3148,"cider house rules, the",Drama
3149,diamonds,Mystery
3150,"war zone, the",Drama|Thriller
3152,"last picture show, the",Drama
3153,"7th voyage of sinbad, the",Action|Adventure|Fantasy
3155,anna and the king,Drama|Romance
3156,bicentennial man,Drama|Romance|Sci-Fi
3157,stuart little,Children|Comedy|Fantasy
3158,"emperor and the assassin, the",Drama
3159,fantasia 2000,Animation|Children|Musical|IMAX
3160,magnolia,Drama
3162,simpatico,Comedy|Drama
3163,topsy-turvy,Comedy|Drama|Musical
3165,boiling point,Action|Drama
3166,brenda starr,Adventure
3167,carnal knowledge,Comedy|Drama
3168,easy rider,Adventure|Drama
3169,the falcon and the snowman,Crime|Drama|Thriller
3171,room at the top,Drama
3173,any given sunday,Drama
3174,man on the moon,Comedy|Drama
3175,galaxy quest,Adventure|Comedy|Sci-Fi
3176,"talented mr. ripley, the",Drama|Mystery|Thriller
3177,next friday,Comedy
3178,"hurricane, the",Drama
3179,angela's ashes,Drama
3181,titus,Drama
3182,"mr. death: the rise and fall of fred a. leuchter, jr.",Documentary
3183,"third miracle, the",Drama
3185,snow falling on cedars,Drama
3186,"girl, interrupted",Drama
3188,"life and times of hank greenberg, the",Documentary
3189,my dog skip,Children|Drama
3190,supernova,Adventure|Sci-Fi|Thriller
3194,"way we were, the",Drama|Romance
3196,stalag 17,Drama|War
3197,"presidio, the",Action|Crime|Romance|Thriller
3198,papillon,Crime|Drama
3199,pal joey,Comedy|Drama|Musical|Romance
3200,"last detail, the",Comedy|Drama
3201,five easy pieces,Drama
3202,even dwarfs started small,Drama|Horror
3203,dead calm,Thriller
3204,"boys from brazil, the",Action|Mystery|Thriller
3206,against all odds,Romance
3207,"snows of kilimanjaro, the",Adventure
3208,loaded weapon 1,Action|Comedy
3210,fast times at ridgemont high,Comedy|Drama|Romance
3211,"cry in the dark, a",Drama
3213,batman: mask of the phantasm,Animation|Children
3214,american flyers,Drama
3217,"star is born, a",Drama
3219,pacific heights,Mystery|Thriller
3221,"draughtsman's contract, the",Drama
3222,carmen,Drama
3224,woman in the dunes,Drama
3225,down to you,Comedy|Romance
3229,another man's poison,Crime|Drama
3230,"odessa file, the",Thriller
3232,seven chances,Comedy
3235,where the buffalo roam,Comedy
3238,eye of the beholder,Thriller
3240,"big tease, the",Comedy
3243,encino man,Comedy
3244,"goodbye girl, the",Comedy|Romance
3245,i am cuba,Drama
3246,malcolm x,Drama
3247,sister act,Comedy|Crime
3248,sister act 2: back in the habit,Comedy
3249,"hand that rocks the cradle, the",Drama|Thriller
3250,alive,Drama
3251,agnes of god,Drama|Mystery
3252,scent of a woman,Drama
3253,wayne's world,Comedy
3254,wayne's world 2,Comedy
3255,"league of their own, a",Comedy|Drama
3256,patriot games,Action|Crime|Drama|Thriller
3257,"bodyguard, the",Drama|Romance|Thriller
3258,death becomes her,Comedy|Fantasy
3259,far and away,Adventure|Drama|Romance
3260,howards end,Drama
3261,singles,Comedy|Drama|Romance
3262,twin peaks: fire walk with me,Crime|Drama|Mystery|Thriller
3263,white men can't jump,Comedy|Drama
3264,buffy the vampire slayer,Action|Comedy|Horror
3265,hard-boiled,Action|Crime|Drama|Thriller
3266,man bites dog,Comedy|Crime|Drama|Thriller
3267,"mariachi, el",Action|Crime|Thriller|Western
3268,stop! or my mom will shoot,Action|Comedy
3269,forever young,Drama|Romance|Sci-Fi
3270,"cutting edge, the",Comedy|Drama|Romance
3271,of mice and men,Drama
3272,bad lieutenant,Crime|Drama
3273,scream 3,Comedy|Horror|Mystery|Thriller
3274,single white female,Drama|Thriller
3275,"boondock saints, the",Action|Crime|Drama|Thriller
3276,gun shy,Comedy
3281,"brandon teena story, the",Documentary
3282,different for girls,Comedy
3284,they might be giants,Comedy|Mystery|Romance
3285,"beach, the",Adventure|Drama
3286,snow day,Comedy
3287,"tigger movie, the",Animation|Children
3289,not one less,Drama
3292,"big combo, the",Film-Noir
3296,to sir with love,Drama
3298,boiler room,Crime|Drama|Thriller
3300,pitch black,Horror|Sci-Fi|Thriller
3301,"whole nine yards, the",Comedy|Crime
3302,beautiful people,Comedy
3303,black tar heroin: the dark end of the street,Documentary
3304,blue collar,Crime|Drama
3307,city lights,Comedy|Drama|Romance
3308,"flamingo kid, the",Comedy|Drama
3310,"kid, the",Comedy|Drama
3311,"man from laramie, the",Western
3313,class reunion,Comedy
3316,reindeer games,Action|Thriller
3317,wonder boys,Comedy|Drama
3318,deterrence,Drama|Thriller
3320,mifune's last song,Comedy|Drama|Romance
3324,drowning mona,Comedy
3325,"next best thing, the",Comedy|Drama
3326,what planet are you from?,Comedy|Sci-Fi
3327,beyond the mat,Documentary
3328,ghost dog: the way of the samurai,Crime|Drama
3329,"year my voice broke, the",Drama
3330,splendor in the grass,Drama|Romance
3331,my tutor,Drama
3333,"killing of sister george, the",Drama
3334,key largo,Crime|Drama|Film-Noir|Thriller
3338,for all mankind,Documentary
3339,cross of iron,War
3340,bride of the monster,Horror|Sci-Fi
3341,born yesterday,Comedy
3342,birdy,Drama|War
3343,and god created woman,Comedy|Drama|Romance
3345,"charlie, the lonesome cougar",Adventure|Children
3347,never cry wolf,Adventure|Drama
3350,"raisin in the sun, a",Drama
3354,mission to mars,Sci-Fi
3355,"ninth gate, the",Fantasy|Horror|Mystery|Thriller
3357,east-west,Drama|Romance
3358,defending your life,Comedy|Drama|Fantasy|Romance
3359,breaking away,Comedy|Drama
3360,hoosiers,Drama|Romance
3361,bull durham,Comedy|Drama|Romance
3362,dog day afternoon,Crime|Drama
3363,american graffiti,Comedy|Drama
3364,"asphalt jungle, the",Crime|Film-Noir
3365,"searchers, the",Drama|Western
3368,"big country, the",Romance|Western
3370,betrayed,Drama|Thriller
3371,bound for glory,Drama
3372,"bridge at remagen, the",Action|War
3373,buck and the preacher,Western
3374,daughters of the dust,Drama
3375,destination moon,Sci-Fi
3377,hangmen also die,Drama|War
3379,on the beach,Drama
3380,railroaded!,Film-Noir
3384,"taking of pelham one two three, the",Action|Crime
3385,volunteers,Comedy
3386,jfk,Drama|Mystery|Thriller
3387,who's harry crumb?,Comedy|Mystery
3388,harry and the hendersons,Children|Comedy
3390,shanghai surprise,Adventure|Crime|Drama|Romance
3391,who's that girl?,Comedy
3392,she-devil,Comedy
3393,date with an angel,Comedy|Fantasy|Romance
3394,blind date,Comedy|Romance
3395,nadine,Comedy
3396,"muppet movie, the",Adventure|Children|Comedy|Musical
3397,"great muppet caper, the",Children|Comedy
3398,"muppets take manhattan, the",Children|Comedy|Musical
3399,sesame street presents follow that bird,Children|Comedy
3400,we're back! a dinosaur's story,Adventure|Animation|Children|Fantasy
3401,baby... secret of the lost legend,Adventure|Sci-Fi
3402,turtle diary,Comedy|Drama|Romance
3403,raise the titanic,Drama|Thriller
3404,titanic,Action|Drama
3405,"night to remember, a",Action|Drama
3406,captain horatio hornblower r.n.,Action|Adventure|Drama|War
3408,erin brockovich,Drama
3409,final destination,Drama|Thriller
3412,"bear, the",Adventure|Children|Drama
3413,impact,Crime|Drama
3414,love is a many-splendored thing,Drama|Romance|War
3415,"mirror, the",Drama
3417,"crimson pirate, the",Adventure|Comedy
3418,thelma & louise,Adventure|Crime|Drama
3420,...and justice for all,Drama|Thriller
3421,animal house,Comedy
3422,she's gotta have it,Comedy|Romance
3423,school daze,Drama
3424,do the right thing,Drama
3425,mo' better blues,Drama|Musical
3426,jungle fever,Drama|Romance
3427,coogan's bluff,Crime
3428,"champ, the",Drama
3429,creature comforts,Animation|Comedy
3430,death wish,Action|Crime|Drama
3431,death wish 2,Action|Drama
3432,death wish 3,Action|Drama
3433,death wish 4: the crackdown,Action|Drama
3434,death wish 5: the face of death,Action|Drama
3435,double indemnity,Crime|Drama|Film-Noir
3436,dying young,Drama|Romance
3437,cool as ice,Drama
3438,teenage mutant ninja turtles,Action|Children|Comedy|Fantasy|Sci-Fi
3439,teenage mutant ninja turtles ii: the secret of the ooze,Action|Children|Fantasy
3440,teenage mutant ninja turtles iii,Action|Adventure|Children|Comedy|Fantasy
3441,red dawn,Action|Drama|War
3442,band of the hand,Action|Crime|Drama
3443,born american,Action|Drama|Thriller
3444,bloodsport,Action
3445,eyes of laura mars,Mystery|Thriller
3446,funny bones,Comedy|Drama
3447,"good earth, the",Drama
3448,"good morning, vietnam",Comedy|Drama|War
3449,"good mother, the",Drama
3450,grumpy old men,Comedy
3451,guess who's coming to dinner,Drama
3452,romeo must die,Action|Crime|Romance|Thriller
3453,here on earth,Drama|Romance
3454,whatever it takes,Comedy|Romance
3456,"color of paradise, the",Drama
3457,waking the dead,Drama|Thriller
3459,gothic,Drama|Horror
3461,lord of the flies,Adventure|Drama|Thriller
3462,modern times,Comedy|Drama|Romance
3466,heart and souls,Comedy|Fantasy
3467,hud,Drama|Western
3468,"hustler, the",Drama
3469,inherit the wind,Drama
3470,dersu uzala,Adventure|Drama
3471,close encounters of the third kind,Adventure|Drama|Sci-Fi
3473,jonah who will be 25 in the year 2000,Comedy
3474,retroactive,Sci-Fi|Thriller
3475,"place in the sun, a",Drama|Romance
3476,jacob's ladder,Horror|Mystery
3477,empire records,Comedy|Drama
3478,"bamba, la",Drama
3479,ladyhawke,Adventure|Fantasy|Romance
3480,lucas,Drama|Romance
3481,high fidelity,Comedy|Drama|Romance
3483,"road to el dorado, the",Animation|Children
3484,"skulls, the",Thriller
3487,el dorado,Western
3489,hook,Adventure|Comedy|Fantasy
3490,horror express,Horror
3491,my chauffeur,Comedy
3492,"son of the sheik, the",Adventure|Comedy|Romance
3494,true grit,Adventure|Drama|Western
3496,madame sousatzka,Drama
3497,max dugan returns,Comedy
3498,midnight express,Drama
3499,misery,Drama|Horror|Thriller
3500,mr. saturday night,Comedy|Drama
3501,murphy's romance,Comedy|Romance
3502,my life,Drama
3503,solaris,Drama|Mystery|Sci-Fi
3504,network,Comedy|Drama
3505,no way out,Drama|Mystery|Thriller
3506,north dallas forty,Comedy|Drama
3507,"odd couple, the",Comedy
3508,"outlaw josey wales, the",Action|Adventure|Drama|Thriller|Western
3510,frequency,Drama|Thriller
3512,return to me,Drama|Romance
3513,rules of engagement,Drama|Thriller
3515,me myself i,Comedy|Romance
3516,"bell, book and candle",Comedy|Fantasy|Romance
3518,"end of violence, the",Drama|Thriller
3519,force 10 from navarone,Action|Drama|War
3520,how to stuff a wild bikini,Comedy
3521,mystery train,Comedy|Drama
3524,arthur,Comedy|Romance
3525,bachelor party,Comedy
3526,parenthood,Comedy|Drama
3527,predator,Action|Sci-Fi|Thriller
3528,"prince of tides, the",Drama|Romance
3529,"postman always rings twice, the",Crime|Thriller
3531,all the vermeers in new york,Comedy|Drama|Romance
3534,28 days,Drama
3535,american psycho,Crime|Horror|Mystery|Thriller
3536,keeping the faith,Comedy|Drama|Romance
3537,where the money is,Comedy|Drama
3538,east is east,Comedy
3539,"filth and the fury, the",Documentary
3540,passion of mind,Drama|Mystery|Romance
3543,diner,Comedy|Drama
3545,cabaret,Drama|Musical
3546,what ever happened to baby jane?,Drama|Horror|Thriller
3547,prick up your ears,Comedy|Drama
3548,auntie mame,Comedy|Drama
3549,guys and dolls,Comedy|Musical|Romance
3550,"hunger, the",Horror
3551,marathon man,Crime|Drama|Thriller
3552,caddyshack,Comedy
3553,gossip,Drama|Thriller
3554,love and basketball,Drama|Romance
3555,u-571,Action|Thriller|War
3556,"virgin suicides, the",Drama|Romance
3557,jennifer 8,Mystery|Thriller
3559,limelight,Comedy|Drama|Romance
3564,"flintstones in viva rock vegas, the",Children|Comedy
3565,where the heart is,Comedy|Drama
3566,"big kahuna, the",Comedy|Drama
3567,bossa nova,Comedy|Drama|Romance
3569,"idiots, the",Comedy|Drama
3571,time code,Comedy|Drama
3572,carnosaur,Horror|Sci-Fi
3573,carnosaur 2,Horror|Sci-Fi
3574,carnosaur 3: primal species,Horror|Sci-Fi
3576,"hidden, the",Action|Horror|Sci-Fi
3577,two moon junction,Drama|Romance
3578,gladiator,Action|Adventure|Drama
3580,up at the villa,Drama
3581,human traffic,Comedy
3584,breathless,Action|Drama|Romance|Thriller
3585,"great locomotive chase, the",Adventure|War
3588,"king of marvin gardens, the",Crime|Drama
3590,"lords of flatbush, the",Comedy|Drama
3591,mr. mom,Comedy|Drama
3593,battlefield earth,Action|Sci-Fi
3594,center stage,Drama|Musical
3596,screwed,Comedy
3597,whipped,Comedy
3598,hamlet,Crime|Drama|Romance|Thriller
3599,anchors aweigh,Comedy|Musical
3600,blue hawaii,Comedy|Musical
3604,gypsy,Musical
3605,king creole,Crime|Drama|Musical
3606,on the town,Comedy|Musical|Romance
3608,pee-wee's big adventure,Adventure|Comedy
3610,roustabout,Drama|Musical|Romance
3611,saludos amigos,Animation|Children|Comedy
3612,"slipper and the rose, the",Adventure|Musical|Romance
3613,things change,Comedy
3614,honeymoon in vegas,Comedy|Romance
3615,dinosaur,Adventure|Animation|Children
3616,loser,Comedy|Romance
3617,road trip,Comedy
3618,small time crooks,Comedy|Crime
3619,"hollywood knights, the",Comedy
3620,"myth of fingerprints, the",Comedy|Drama
3621,possession,Drama|Horror
3622,"twelve chairs, the",Comedy
3623,mission: impossible ii,Action|Adventure|Thriller
3624,shanghai noon,Action|Adventure|Comedy|Western
3627,carnival of souls,Horror|Thriller
3628,flying tigers,Action|Drama|Romance|War
3629,"gold rush, the",Adventure|Comedy|Romance
3633,on her majesty's secret service,Action|Adventure|Romance|Thriller
3634,seven days in may,Thriller
3635,"spy who loved me, the",Action|Adventure|Thriller
3638,moonraker,Action|Adventure|Sci-Fi|Thriller
3639,"man with the golden gun, the",Action|Adventure|Thriller
3640,"king in new york, a",Comedy|Drama
3643,"fighting seabees, the",Action|Drama|War
3644,dark command,Western
3645,cleo from 5 to 7,Drama
3646,big momma's house,Comedy
3649,american gigolo,Drama
3653,"endless summer, the",Documentary
3654,"guns of navarone, the",Action|Adventure|Drama|War
3655,blow-out,Drama
3658,quatermass and the pit,Horror|Sci-Fi
3660,puppet master,Horror|Sci-Fi|Thriller
3661,puppet master ii,Horror|Sci-Fi|Thriller
3662,puppet master iii: toulon's revenge,Horror|Sci-Fi|Thriller
3663,puppet master 4,Horror|Sci-Fi|Thriller
3664,puppet master 5: the final chapter,Horror|Sci-Fi|Thriller
3665,curse of the puppet master,Horror|Sci-Fi|Thriller
3668,romeo and juliet,Drama|Romance
3669,stay tuned,Comedy
3670,story of g.i. joe,War
3671,blazing saddles,Comedy|Western
3672,benji,Adventure|Children
3673,benji the hunted,Adventure|Children
3675,white christmas,Comedy|Musical|Romance
3676,eraserhead,Drama|Horror
3677,baraka,Documentary
3678,"man with the golden arm, the",Drama
3679,"decline of western civilization, the",Documentary|Musical
3681,for a few dollars more,Action|Drama|Thriller|Western
3682,magnum force,Action|Crime|Drama|Thriller
3683,blood simple,Crime|Drama|Film-Noir
3684,"fabulous baker boys, the",Drama|Romance
3685,prizzi's honor,Comedy|Drama|Romance
3686,flatliners,Horror|Sci-Fi|Thriller
3688,porky's,Comedy
3689,porky's ii: the next day,Comedy
3690,porky's revenge,Comedy
3692,class of nuke 'em high,Comedy|Horror
3693,"toxic avenger, the",Comedy|Horror
3694,"toxic avenger, part ii, the",Comedy|Horror
3695,"toxic avenger part iii: the last temptation of toxie, the",Comedy|Horror
3696,night of the creeps,Comedy|Horror|Sci-Fi|Thriller
3697,predator 2,Action|Sci-Fi|Thriller
3698,"running man, the",Action|Sci-Fi
3699,starman,Adventure|Drama|Romance|Sci-Fi
3700,"brother from another planet, the",Drama|Sci-Fi
3701,alien nation,Crime|Drama|Sci-Fi|Thriller
3702,mad max,Action|Adventure|Sci-Fi
3703,"road warrior, the",Action|Adventure|Sci-Fi
3704,mad max beyond thunderdome,Action|Adventure|Sci-Fi
3705,bird on a wire,Action|Comedy|Romance
3706,angel heart,Film-Noir|Horror|Mystery|Thriller
3707,9 1/2 weeks,Drama|Romance
3708,firestarter,Horror|Thriller
3709,sleepwalkers,Horror
3710,action jackson,Action|Comedy|Crime|Thriller
3712,soapdish,Comedy
3713,"long walk home, the",Drama
3715,burglar,Comedy|Crime
3716,fatal beauty,Action|Comedy|Crime|Drama
3717,gone in 60 seconds,Action|Crime
3718,american pimp,Documentary
3719,love's labour's lost,Comedy|Romance
3720,sunshine,Drama
3723,hamlet,Drama
3724,coming home,Drama|War
3726,assault on precinct 13,Action|Thriller
3727,near dark,Horror|Western
3728,one false move,Crime|Drama|Film-Noir|Thriller
3729,shaft,Action|Crime|Drama|Thriller
3730,"conversation, the",Drama|Mystery
3731,cutter's way,Drama|Thriller
3732,"fury, the",Horror
3733,"paper chase, the",Drama
3734,prince of the city,Drama
3735,serpico,Crime|Drama
3736,ace in the hole,Drama
3737,lonely are the brave,Drama|Western
3738,"sugarland express, the",Drama
3739,trouble in paradise,Comedy|Romance
3740,big trouble in little china,Action|Adventure|Comedy|Fantasy
3741,badlands,Crime|Drama|Thriller
3742,battleship potemkin,Drama|War
3743,boys and girls,Comedy|Romance
3744,shaft,Action|Crime|Thriller
3745,titan a.e.,Action|Adventure|Animation|Children|Sci-Fi
3747,jesus' son,Drama
3751,chicken run,Animation|Children|Comedy
3752,"me, myself & irene",Adventure|Comedy
3753,"patriot, the",Action|Drama|War
3754,"adventures of rocky and bullwinkle, the",Adventure|Animation|Children|Comedy|Fantasy
3755,"perfect storm, the",Drama|Thriller
3756,"golden bowl, the",Drama
3758,communion,Drama|Sci-Fi|Thriller
3759,fun and fancy free,Animation|Children|Musical
3760,"kentucky fried movie, the",Comedy
3761,bound by honor,Action|Crime|Drama|Thriller
3763,f/x,Action|Crime|Thriller
3764,f/x2,Action|Crime|Thriller
3765,"hot spot, the",Crime|Drama|Romance
3766,missing in action,Action|War
3767,missing in action 2: the beginning,Action|War
3768,braddock: missing in action iii,Action|War
3769,thunderbolt and lightfoot,Action
3770,dreamscape,Horror|Sci-Fi|Thriller
3771,the golden voyage of sinbad,Action|Adventure|Fantasy
3773,house party,Comedy
3774,house party 2,Comedy|Drama|Romance
3775,make mine music,Animation|Children|Musical
3776,melody time,Animation|Children|Musical
3780,rocketship x-m,Sci-Fi
3781,shaft in africa,Action|Crime
3783,croupier,Crime|Drama
3784,"kid, the",Comedy|Fantasy
3785,scary movie,Comedy|Horror
3786,but i'm a cheerleader,Comedy
3787,shower,Comedy
3788,blow-up,Drama|Mystery
3789,"pawnbroker, the",Drama
3790,groove,Drama
3791,footloose,Drama
3792,duel in the sun,Western
3793,x-men,Action|Adventure|Sci-Fi
3796,"wisdom of crocodiles, the",Romance|Thriller
3797,"in crowd, the",Thriller
3798,what lies beneath,Drama|Horror|Mystery
3799,pokémon the movie 2000,Animation|Children
3801,anatomy of a murder,Drama|Mystery
3802,freejack,Action|Sci-Fi
3804,h.o.t.s.,Comedy
3806,mackenna's gold,Western
3807,sinbad and the eye of the tiger,Adventure|Fantasy
3808,two women,Drama|War
3809,what about bob?,Comedy
3810,white sands,Drama|Thriller
3811,breaker morant,Drama|War
3812,everything you always wanted to know about sex * but were afraid to ask,Comedy
3813,interiors,Drama
3814,love and death,Comedy
3816,"official story, the",Drama
3819,tampopo,Comedy
3820,thomas and the magic railroad,Children
3821,nutty professor ii: the klumps,Comedy
3822,"girl on the bridge, the",Drama|Romance
3823,wonderland,Drama
3824,autumn in new york,Drama|Romance
3825,coyote ugly,Comedy|Drama|Romance
3826,hollow man,Horror|Sci-Fi|Thriller
3827,space cowboys,Action|Adventure|Comedy|Sci-Fi
3830,psycho beach party,Comedy|Horror|Thriller
3831,saving grace,Comedy
3833,"brain that wouldn't die, the",Horror|Sci-Fi
3834,bronco billy,Adventure|Drama|Romance
3835,"crush, the",Thriller
3836,kelly's heroes,Action|Comedy|War
3837,phantasm ii,Action|Fantasy|Horror|Sci-Fi|Thriller
3838,phantasm iii: lord of the dead,Horror
3839,phantasm iv: oblivion,Horror
3840,pumpkinhead,Horror
3841,air america,Action|Comedy
3843,sleepaway camp,Horror
3844,steel magnolias,Drama
3845,and god created woman,Drama
3847,"ilsa, she wolf of the ss",Horror
3848,silent fall,Drama|Thriller
3849,"spiral staircase, the",Thriller
3850,whatever happened to aunt alice?,Crime|Thriller
3851,i'm the one that i want,Comedy
3852,"tao of steve, the",Comedy
3855,"affair of love, an",Drama|Romance
3857,bless the child,Thriller
3858,cecil b. demented,Comedy
3859,"eyes of tammy faye, the",Documentary
3861,"replacements, the",Comedy
3863,"cell, the",Drama|Horror|Thriller
3864,godzilla 2000,Action|Adventure|Sci-Fi
3865,"original kings of comedy, the",Comedy|Documentary
3868,"naked gun: from the files of police squad!, the",Action|Comedy|Crime|Romance
3869,"naked gun 2 1/2: the smell of fear, the",Comedy
3870,our town,Drama
3871,shane,Drama|Western
3872,"suddenly, last summer",Drama
3873,cat ballou,Comedy|Western
3877,supergirl,Action|Adventure|Fantasy
3878,x: the unknown,Horror|Sci-Fi
3879,"art of war, the",Action|Thriller
3882,bring it on,Comedy
3888,skipped parts,Drama|Romance
3889,highlander: endgame,Action|Adventure|Fantasy
3890,back stage,Documentary
3892,anatomy,Horror
3893,nurse betty,Comedy|Crime|Drama|Romance|Thriller
3894,solas,Drama
3895,"watcher, the",Crime|Thriller
3896,"way of the gun, the",Crime|Thriller
3897,almost famous,Drama
3898,bait,Action|Comedy
3901,duets,Comedy|Drama
3902,goya in bordeaux,Drama
3903,urbania,Drama
3905,"specials, the",Comedy
3906,under suspicion,Crime|Thriller
3908,urban legends: final cut,Horror
3909,woman on top,Comedy|Romance
3910,dancer in the dark,Drama|Musical
3911,best in show,Comedy
3913,barenaked in america,Documentary
3914,"broken hearts club, the",Drama
3915,girlfight,Drama
3916,remember the titans,Drama
3917,hellraiser,Horror
3918,hellbound: hellraiser ii,Horror
3919,hellraiser iii: hell on earth,Horror
3923,return of the fly,Horror|Sci-Fi
3925,stranger than paradise,Comedy|Drama
3926,voyage to the bottom of the sea,Adventure|Sci-Fi
3927,fantastic voyage,Adventure|Sci-Fi
3928,abbott and costello meet frankenstein,Comedy|Horror
3929,"bank dick, the",Comedy
3930,"creature from the black lagoon, the",Adventure|Horror|Sci-Fi
3932,"invisible man, the",Horror|Sci-Fi
3936,phantom of the opera,Horror|Musical|Thriller
3937,runaway,Sci-Fi|Thriller
3938,"slumber party massacre, the",Horror
3941,sorority house massacre,Horror
3943,bamboozled,Comedy
3944,bootmen,Comedy|Drama
3945,digimon: the movie,Adventure|Animation|Children
3946,get carter,Action|Drama|Thriller
3947,get carter,Action|Crime|Drama|Thriller
3948,meet the parents,Comedy
3949,requiem for a dream,Drama
3950,tigerland,Drama
3952,"contender, the",Drama|Thriller
3953,dr. t and the women,Comedy|Romance
3955,"ladies man, the",Comedy
3956,lost souls,Drama|Horror|Thriller
3957,billy jack,Action|Drama
3958,billy jack goes to washington,Drama
3959,"time machine, the",Action|Adventure|Sci-Fi
3960,haunted,Drama|Thriller
3961,ghoulies,Horror
3962,ghoulies ii,Comedy|Horror
3963,"unsinkable molly brown, the",Musical
3964,"adventures of ichabod and mr. toad, the",Animation|Children
3965,"strange love of martha ivers, the",Drama|Film-Noir
3966,detour,Crime|Film-Noir
3967,billy elliot,Drama
3968,bedazzled,Comedy
3969,pay it forward,Drama
3970,"beyond, the",Horror
3972,"legend of drunken master, the",Action|Comedy
3973,book of shadows: blair witch 2,Crime|Horror|Mystery|Thriller
3975,lucky numbers,Comedy|Drama
3977,charlie's angels,Action|Comedy
3978,"legend of bagger vance, the",Drama|Romance
3979,little nicky,Comedy
3980,men of honor,Drama
3981,red planet,Action|Sci-Fi|Thriller
3982,what's cooking?,Drama
3983,you can count on me,Drama|Romance
3984,diamonds are forever,Action|Adventure|Thriller
3985,"eagle has landed, the",Drama|War
3986,"6th day, the",Action|Sci-Fi|Thriller
3987,bounce,Drama|Romance
3988,how the grinch stole christmas,Children|Comedy|Fantasy
3989,one day in september,Documentary
3990,rugrats in paris: the movie,Animation|Children|Comedy
3991,102 dalmatians,Children|Comedy
3992,malèna,Drama|Romance|War
3993,quills,Drama|Romance
3994,unbreakable,Drama|Sci-Fi
3996,"crouching tiger, hidden dragon",Action|Drama|Romance
3997,dungeons & dragons,Action|Adventure|Comedy|Fantasy
3998,proof of life,Drama
3999,vertical limit,Action|Adventure
4000,"bounty, the",Adventure|Drama
4002,"planes, trains & automobiles",Comedy
4003,she's having a baby,Comedy
4005,"living daylights, the",Action|Adventure|Thriller
4006,transformers: the movie,Adventure|Animation|Children|Sci-Fi
4007,wall street,Drama
4008,born on the fourth of july,Drama|War
4009,talk radio,Drama
4010,brewster's millions,Comedy
4011,snatch,Comedy|Crime|Thriller
4012,punchline,Comedy|Drama
4014,chocolat,Drama|Romance
4015,"dude, where's my car?",Comedy|Sci-Fi
4016,"emperor's new groove, the",Adventure|Animation|Children|Comedy|Fantasy
4017,pollock,Drama
4018,what women want,Comedy|Romance
4019,finding forrester,Drama
4020,"gift, the",Thriller
4021,before night falls,Drama
4022,cast away,Drama
4023,"family man, the",Comedy|Drama|Romance
4024,"house of mirth, the",Romance
4025,miss congeniality,Comedy|Crime
4027,"o brother, where art thou?",Adventure|Comedy|Crime
4028,songcatcher,Drama
4029,state and main,Comedy|Drama
4030,dracula 2000,Horror
4031,all the pretty horses,Drama|Romance|Western
4032,"everlasting piece, an",Comedy
4033,thirteen days,Drama|Thriller|War
4034,traffic,Crime|Drama|Thriller
4035,"claim, the",Romance|Western
4036,shadow of the vampire,Drama|Horror
4037,house of games,Crime|Film-Noir|Mystery|Thriller
4038,kill me again,Crime|Drama|Thriller
4039,annie,Children|Musical
4040,don't tell mom the babysitter's dead,Comedy
4041,"officer and a gentleman, an",Drama|Romance
4042,"alamo, the",Action|Drama|War|Western
4043,at close range,Crime|Drama
4045,breakheart pass,Western
4046,friendly persuasion,Drama
4047,gettysburg,Drama|War
4052,antitrust,Crime|Drama|Thriller
4053,double take,Action|Comedy
4054,save the last dance,Drama|Romance
4055,panic,Drama
